q1,q2,q3,q4,q5,q6,q7,q8,q16
3,2,1,2,E,1.52,54.43,5,
5,2,2,2,E,1.7,62.14,4,
4,1,2,2,E,1.63,56.7,5,
3,2,1,2,E,1.73,53.07,5,
6,2,4,2,E,1.8,79.38,5,
3,1,1,1,E,1.55,74.39,4,
4,2,1,1,,1.52,40.82,5,
5,2,3,2,E,,,5,
5,2,2,2,E,1.78,74.84,5,
4,2,1,1,A,1.75,104.33,5,
5,2,3,2,E,1.93,88.45,4,
6,2,4,2,E,1.68,60.33,5,
3,2,1,2,E,1.6,44.91,5,
3,2,1,2,E,1.88,127.01,4,
4,2,2,2,C,1.73,95.26,4,
4,2,1,2,E,1.6,53.52,5,
5,1,2,2,E,1.7,47.17,3,
4,2,1,2,E,1.85,85.73,2,
5,2,2,2,E,1.75,58.97,5,
3,1,1,2,E,1.78,68.04,5,
6,2,3,2,E,1.83,113.4,2,
6,1,4,1,,,,4,
5,2,2,2,E,1.88,81.65,5,
4,1,2,2,E,1.68,78.02,5,
4,1,2,2,E,1.83,81.65,5,
5,1,3,2,E,1.6,57.15,5,
3,,1,2,E,,,5,
7,2,4,2,E,1.85,79.38,4,
4,2,1,1,,,,4,
6,1,4,2,E,1.65,97.98,5,
4,1,2,2,E,1.68,77.11,5,
6,1,4,1,E,1.6,72.58,4,
5,2,2,1,,1.75,85.28,3,
5,2,3,1,,1.75,71.22,5,
4,1,2,1,,,,5,
6,1,4,1,,,,5,
6,2,4,1,E,1.73,63.05,4,
5,1,4,1,,,,5,
3,1,1,1,E,1.63,66.68,5,
4,1,2,1,,,,4,
4,1,1,1,,1.65,72.58,5,
6,1,4,1,,1.57,94.35,2,
3,1,1,1,E,1.57,68.04,5,
4,1,2,2,E,1.57,46.72,5,
6,1,4,1,E,1.65,90.72,4,
6,1,4,2,E,1.6,61.24,3,
6,2,4,2,E,1.75,63.5,3,
5,2,3,2,E,1.9,99.79,2,
5,2,3,2,E,1.75,65.77,4,
2,1,2,2,E,1.7,56.7,4,
5,1,3,2,E,,,5,
6,2,4,2,E,1.8,70.31,5,
7,2,4,1,,,,3,
6,2,4,2,C,1.75,92.08,5,
5,1,2,2,E,1.78,64.41,4,
6,2,4,2,E,,,3,
6,1,4,2,E,1.6,53.07,5,
4,1,2,2,E,1.63,95.26,5,
4,1,2,2,E,1.63,49.9,4,
6,1,4,2,E,1.6,58.97,5,
6,1,4,2,E,1.68,72.58,5,
6,2,4,1,E,1.8,79.38,5,
4,1,2,2,E,1.7,56.7,5,
6,2,3,2,E,1.83,72.58,5,
6,1,4,2,E,,,5,
5,1,4,2,E,1.8,58.97,5,
4,2,1,2,E,1.83,74.84,5,
6,1,4,2,E,1.65,56.7,5,
4,2,2,2,E,1.83,65.77,5,
7,1,4,2,B  E,1.63,50.8,5,
5,2,2,2,E,1.83,72.58,5,
6,2,4,2,E,1.68,72.58,5,
5,2,3,2,E,1.83,104.33,4,
5,2,3,2,E,1.83,90.72,5,
6,2,4,2,E,1.75,74.84,4,
5,2,3,2,E,1.75,74.84,5,
5,1,3,2,E,1.68,52.16,5,
5,2,2,2,E,1.83,74.84,5,
4,2,2,2,E,1.68,62.6,5,
6,2,4,2,E,1.83,63.5,3,
6,1,4,2,E,1.68,63.5,5,
5,1,3,2,E,1.73,72.58,5,
3,2,1,2,E,1.7,61.24,4,
5,2,3,1,A   E,1.7,54.43,5,
4,2,2,1,C,1.75,64.41,5,
5,2,2,2,E,1.75,68.04,5,
5,2,3,2,E,1.8,84.82,5,
4,1,2,2,E,1.63,56.7,5,
4,2,2,2,E,1.9,77.11,5,
7,1,4,2,E,1.68,63.5,5,
4,2,2,2,E,1.68,62.14,4,
4,2,2,2,E,1.85,79.38,5,
4,1,2,2,E,1.68,54.43,5,
3,2,1,2,E,1.7,61.24,4,
3,2,1,2,E,1.68,58.97,4,
4,1,1,2,E,1.57,49.9,5,
4,1,2,2,E,1.68,52.16,4,
6,2,4,2,E,1.75,58.97,5,
4,1,2,2,E,1.68,52.62,5,
6,1,4,1,C,,,1,
6,1,4,2,E,1.57,49.9,5,
4,2,2,2,A,1.7,52.16,4,
4,1,1,2,E,1.78,63.5,3,
3,2,1,2,E,1.73,59.88,5,
7,2,4,2,E,1.75,70.31,4,
4,1,2,2,E,1.7,56.7,4,
6,2,4,2,E,1.78,74.84,5,
6,1,4,2,E,1.65,61.24,5,
3,2,1,2,E,1.73,56.7,5,
3,2,1,2,E,1.73,57.61,5,
5,2,3,2,E,1.88,74.84,4,
6,1,4,2,E,1.63,49.9,5,
6,2,3,2,E,1.8,68.04,5,
4,1,2,1,C E,1.63,46.72,3,
4,1,2,2,E,1.78,62.6,5,
5,2,3,2,E,1.78,58.97,5,
6,2,4,2,E,1.8,70.76,5,
6,2,4,2,E,1.78,81.65,4,
5,2,3,2,BC,,,5,
6,1,4,2,E,1.63,61.24,5,
4,,1,2,E,,,4,
5,2,2,2,E,1.83,73.94,5,
4,2,2,2,E,1.7,72.58,4,
4,1,1,2,E,1.68,62.6,5,
6,1,4,2,E,1.73,76.2,5,
6,1,3,2,E,1.7,68.04,5,
4,2,1,2,E,1.7,55.79,4,
4,2,2,2,E,1.83,65.77,5,
4,1,2,2,E,1.63,56.7,4,
5,2,3,2,E,1.83,63.5,5,
4,2,2,2,E,1.8,72.58,5,
6,2,4,2,E,1.9,90.72,5,
5,1,3,2,E,1.57,61.24,4,
4,1,2,2,E,1.7,58.97,5,
6,1,4,2,E,1.6,58.06,5,
3,1,1,2,E,,,5,
6,2,4,2,E,1.88,97.52,5,
5,2,3,2,E,1.78,70.31,5,
7,2,4,2,E,1.85,77.11,4,
6,2,4,2,E,1.9,120.2,5,
4,2,2,2,E,1.9,77.11,5,
6,1,4,2,E,1.75,58.97,5,
6,1,4,2,E,1.68,53.52,5,
6,1,4,2,E,1.57,68.04,5,
4,2,2,1,,1.75,63.5,4,
6,1,4,2,E,1.63,58.97,4,
6,2,4,1,E,1.7,71.67,5,
4,2,2,2,E,1.83,92.99,4,
4,1,2,2,C E,1.65,48.54,4,
4,2,2,2,E,1.88,74.84,5,
3,2,1,2,E,1.7,61.24,4,
4,2,2,2,E,1.83,108.86,5,
6,1,4,2,E,1.52,45.36,4,
6,1,4,2,E,1.75,68.04,5,
5,2,2,2,E,1.85,70.31,5,
6,2,3,2,E,1.88,84.82,5,
4,2,1,1,E,,,1,
4,2,2,2,E,1.88,77.11,5,
3,2,1,2,E,1.8,104.33,5,
6,1,3,2,E,1.68,53.52,5,
6,1,4,2,E,1.6,54.43,5,
4,2,2,2,E,1.7,74.84,3,
6,2,4,2,E,1.7,65.77,4,
4,2,2,2,E,1.83,63.5,4,
5,2,3,2,E,1.75,77.11,5,
6,1,4,2,E,1.7,57.61,4,
3,2,1,2,B,1.75,67.59,5,
4,2,2,2,E,1.75,65.77,5,
3,1,1,2,E,1.68,68.04,5,
7,1,4,2,E,1.6,52.16,4,
3,1,1,2,E,1.7,72.58,4,
5,1,2,1,E,1.68,65.77,1,
4,1,2,2,C,1.75,65.77,5,
6,1,4,1,A,1.57,65.77,5,
6,1,4,2,E,1.6,52.62,5,
5,2,2,2,E,1.78,63.5,5,
6,2,4,2,E,1.8,69.85,5,
7,2,4,2,E,1.75,67.13,5,
5,1,3,2,E,1.63,49.9,5,
6,2,4,1,,,,5,
5,1,3,2,E,1.68,55.34,5,
5,2,2,2,E,1.85,70.31,5,
4,1,1,2,E,1.6,46.72,5,
4,2,2,2,E,1.7,58.97,5,
6,2,4,2,E,1.8,79.38,5,
6,2,4,2,E,1.85,81.65,4,
5,2,3,2,E,1.75,63.5,5,
4,1,2,2,E,1.75,54.43,5,
6,1,4,2,E,1.63,55.79,5,
4,2,2,2,E,1.65,63.5,4,
3,1,1,2,E,1.55,52.16,5,
4,1,1,2,E,1.68,63.5,4,
5,1,3,2,E,1.73,54.43,4,
3,2,1,2,E,1.63,45.36,5,
5,1,3,2,E,1.57,63.5,5,
3,1,1,2,E,1.68,56.7,4,
5,1,2,2,E,1.68,63.5,5,
6,2,3,2,E,1.83,63.5,5,
3,1,1,2,E,1.7,49.9,5,
5,1,3,2,E,1.68,61.69,5,
5,2,3,2,E,1.88,111.13,2,
6,2,4,2,B  E,1.73,62.6,5,
6,2,4,2,E,1.7,86.18,5,
6,2,4,2,E,1.78,81.65,5,
7,1,4,2,E,1.65,49.9,5,
6,2,4,2,E,1.83,63.5,5,
7,1,4,2,E,,,5,
6,1,4,2,E,1.73,49.9,5,
4,1,2,1,,,,4,
6,1,4,2,E,1.73,68.04,5,
6,2,4,2,E,1.65,68.04,5,
5,2,2,2,E,1.96,70.31,5,
5,2,3,2,E,1.73,72.58,5,
5,2,2,2,E,1.73,63.5,5,
6,2,3,2,A   E,1.93,86.18,5,
5,2,3,2,E,1.8,78.02,5,
5,2,2,2,E,1.83,56.7,5,
5,1,2,2,E,1.65,65.77,4,
3,1,1,2,E,1.78,63.5,5,
6,1,4,2,E,1.63,70.31,5,
4,1,2,2,E,1.65,52.62,5,
4,1,2,2,E,1.68,68.04,5,
5,2,2,1,E,1.8,74.84,5,
5,2,2,2,ABCDE,,,5,
6,2,4,2,E,1.88,95.26,5,
6,1,4,2,B  E,1.78,63.5,5,
6,1,4,2,E,1.6,45.36,5,
6,2,4,2,DE,1.78,72.58,5,
6,2,4,2,E,1.75,65.77,4,
4,2,2,2,E,1.83,76.2,5,
4,1,2,1,,1.6,53.52,5,
6,2,3,2,B  E,1.78,63.5,5,
5,2,3,2,E,1.8,70.31,5,
4,1,2,2,E,1.68,56.25,5,
4,2,2,2,E,1.8,65.77,5,
5,2,2,2,E,1.83,79.38,5,
5,1,2,2,E,1.65,54.43,4,
4,2,1,2,E,1.55,47.17,5,
4,1,1,2,E,1.68,55.79,5,
6,2,4,2,E,1.83,71.67,5,
4,1,2,2,E,1.57,54.43,5,
6,2,4,2,E,1.75,70.31,5,
5,1,3,2,E,1.65,52.62,5,
5,1,3,2,E,1.57,55.79,5,
4,2,2,2,E,1.78,61.24,5,
4,1,2,2,E,1.65,62.6,3,
6,1,3,2,E,1.68,56.7,5,
3,1,1,2,E,1.57,49.9,5,
4,2,2,2,E,1.75,83.92,5,
1,2,2,2,C,,,1,
6,1,1,1,AB D,,,1,
4,2,1,2,E,1.78,65.77,5,
6,1,4,2,E,1.65,68.04,5,
7,2,4,2,E,1.78,61.69,4,
5,1,3,2,E,1.75,65.77,5,
3,1,1,2,E,1.63,54.43,5,
4,2,1,2,E,1.73,70.31,5,
3,1,1,2,B  E,1.63,45.36,5,
6,2,4,2,E,1.8,64.86,5,
3,1,1,2,E,1.65,79.38,5,
5,2,2,2,E,1.78,64.41,5,
4,2,1,2,E,1.68,63.5,4,
6,2,4,2,E,1.75,91.63,5,
5,1,3,2,E,1.65,63.5,4,
5,1,3,2,E,1.73,63.5,4,
6,1,4,2,E,1.6,50.8,4,
5,1,2,1,E,1.63,63.5,4,
5,2,3,2,E,1.8,62.14,5,
6,2,4,2,E,1.85,68.04,5,
5,2,2,2,E,,,5,
5,2,3,2,E,1.93,83.01,5,
7,2,4,2,E,1.88,86.64,4,
6,2,4,2,E,,,5,
3,2,1,2,B  E,1.63,61.24,5,
3,1,1,2,E,1.6,49.9,5,
6,2,3,2,E,1.75,64.41,5,
7,2,4,2,E,1.83,72.58,5,
5,2,3,2,E,1.8,58.97,4,
4,2,2,2,E,1.7,58.97,5,
6,2,4,2,E,1.8,72.58,5,
5,1,3,2,E,1.57,49.9,3,
4,1,2,2,E,1.83,84.37,4,
5,1,2,2,E,,,5,
4,2,2,2,E,1.85,90.72,5,
5,2,3,2,E,1.83,180.99,5,
6,1,4,2,E,1.63,54.43,5,
5,1,3,2,E,1.6,51.71,2,
5,1,2,2,E,,,5,
6,2,4,2,E,1.9,83.46,5,
5,2,3,2,E,1.8,97.52,4,
3,2,1,2,A,1.68,58.06,5,
6,1,4,2,E,1.65,65.77,5,
5,2,3,2,E,1.75,68.04,5,
6,2,3,2,E,1.85,79.38,4,
4,1,2,2,E,,,5,
5,1,2,1,,,,5,
5,1,3,2,E,1.7,55.34,5,
4,2,2,2,E,1.63,56.7,5,
3,2,1,2,E,1.75,61.24,5,
5,2,2,2,E,1.7,63.5,5,
5,2,3,2,E,1.63,49.9,5,
7,1,4,2,E,1.63,56.7,4,
4,1,2,2,E,1.6,50.8,5,
4,1,2,2,E,1.68,136.08,5,
4,2,2,2,E,1.73,106.6,5,
6,2,4,2,E,1.96,68.04,5,
5,2,2,2,E,1.8,88.45,5,
5,2,3,1,E,1.8,102.06,5,
5,2,3,2,E,1.83,88.45,5,
6,2,4,2,E,1.85,72.58,4,
3,1,1,2,E,1.63,52.62,5,
4,1,2,2,D,,,4,
4,1,2,2,E,1.75,63.5,5,
5,2,3,1,E,1.65,68.04,5,
3,2,1,2,E,1.75,104.33,5,
6,1,4,2,E,1.75,61.24,5,
6,2,4,2,A,1.78,72.58,5,
4,2,1,2,E,1.8,64.41,4,
6,1,4,2,E,,,4,
5,1,3,2,E,1.63,56.7,4,
3,1,1,2,E,1.55,44.91,5,
6,1,4,2,E,1.57,47.63,5,
5,2,3,2,E,1.88,106.6,5,
4,2,2,2,E,1.78,65.77,5,
3,2,1,2,E,1.68,58.97,5,
4,1,2,2,E,1.6,52.16,4,
3,2,1,2,E,1.8,58.97,4,
5,2,3,2,E,1.85,74.84,5,
3,1,1,2,E,1.63,54.43,5,
6,1,4,2,E,1.73,57.15,5,
3,2,1,2,E,1.78,73.48,5,
3,2,1,2,E,,,5,
5,2,2,2,,1.8,74.84,5,
5,1,3,2,E,1.6,68.04,5,
4,1,1,2,E,1.6,52.16,4,
5,2,3,2,E,1.83,68.04,5,
6,2,4,2,E,1.75,63.5,5,
4,2,2,2,E,,,5,
6,2,4,2,E,1.78,72.58,5,
4,1,2,2,E,,,4,
3,2,1,2,A   E,1.65,49.9,5,
5,2,3,2,B  E,1.7,54.43,5,
7,2,4,2,E,1.73,63.5,5,
6,1,4,2,E,1.73,54.43,5,
3,1,1,2,E,1.7,52.16,4,
3,2,1,2,E,1.68,58.97,4,
6,1,4,2,E,1.7,65.77,4,
5,1,2,2,E,1.6,55.79,5,
4,2,1,2,E,1.8,68.04,5,
3,2,1,2,E,1.78,57.15,4,
5,1,3,2,E,1.63,48.54,5,
6,1,4,2,E,1.63,68.04,5,
6,1,4,2,E,1.65,65.77,5,
5,2,2,2,E,1.7,56.7,5,
6,1,4,2,E,1.75,72.58,5,
6,2,4,2,E,1.85,83.92,5,
3,2,1,2,E,1.7,52.16,5,
6,2,4,2,E,,,5,
5,1,3,2,E,1.7,61.24,5,
5,2,2,2,E,1.85,124.74,5,
6,2,4,2,E,1.85,65.77,5,
6,2,3,1,E,1.88,113.4,5,
3,2,1,2,E,1.68,72.58,5,
6,2,4,2,A   E,1.78,74.84,5,
5,1,3,2,E,1.6,77.11,5,
3,1,1,2,E,1.68,70.31,4,
5,1,3,2,E,1.63,55.79,5,
4,2,2,2,E,1.85,74.84,5,
3,2,1,2,E,1.8,58.51,5,
7,2,4,1,E,1.78,63.5,5,
7,2,4,2,E,1.83,79.38,4,
6,2,3,2,E,1.9,95.26,4,
4,2,2,2,E,1.78,56.7,4,
4,2,2,2,E,1.8,89.81,5,
7,2,4,2,E,1.88,86.18,5,
4,2,2,2,E,1.75,56.7,5,
5,1,3,2,E,1.68,48.99,5,
3,1,1,2,E,1.75,70.31,5,
5,1,3,2,E,1.57,48.54,5,
5,1,3,2,E,1.57,47.63,5,
6,1,4,2,E,1.68,61.24,5,
4,2,2,2,,1.63,43.55,4,
5,1,3,1,B,1.55,43.09,5,
3,1,1,,E,1.63,53.07,5,
6,1,4,2,E,1.65,101.61,5,
3,1,1,2,E,1.57,56.7,5,
1,,2,1,ABCDE,,,1,
3,1,1,2,E,1.75,61.24,5,
6,1,4,2,E,1.63,47.17,4,
4,1,2,2,E,1.57,47.63,4,
6,2,4,2,E,1.78,56.7,5,
4,1,2,2,E,1.6,49.9,3,
4,2,2,2,E,1.85,84.82,5,
7,2,4,2,E,1.83,113.4,5,
4,1,2,2,E,1.75,57.61,5,
5,2,2,2,E,1.73,59.88,5,
4,1,2,2,E,1.52,65.77,5,
5,1,2,2,E,1.68,61.24,5,
4,2,2,2,E,1.88,74.84,5,
3,1,1,2,E,1.63,90.72,5,
4,2,2,2,E,1.75,68.04,5,
6,2,4,2,E,1.93,99.79,5,
3,2,1,2,B  E,1.73,70.31,5,
3,2,1,2,E,1.88,82.56,5,
6,2,4,2,E,1.83,92.08,5,
5,1,3,2,E,1.63,46.27,4,
7,2,4,2,E,1.78,68.95,5,
3,1,1,2,E,1.57,53.07,4,
5,2,3,2,E,1.68,49.9,5,
6,2,4,2,E,1.78,72.58,3,
4,1,2,2,E,1.73,63.5,5,
5,1,3,2,E,1.75,58.97,5,
6,1,4,2,E,1.73,56.7,5,
4,2,2,2,E,1.7,69.4,5,
6,2,4,2,E,1.85,81.65,5,
6,2,4,2,E,1.83,99.79,5,
4,1,2,2,E,1.6,63.5,5,
5,2,2,1,,1.73,65.77,5,
5,1,3,1,E,1.6,65.77,3,
5,1,3,2,E,1.55,38.56,5,
4,1,2,2,E,1.57,58.06,5,
7,2,4,2,E,1.88,77.11,3,
3,1,1,2,E,1.6,41.73,5,
3,1,1,2,E,1.75,72.58,5,
3,2,1,2,E,1.68,72.58,5,
5,2,3,2,E,1.65,59.88,4,
5,1,3,2,E,1.78,83.92,4,
5,1,3,2,E,,,5,
4,2,2,2,E,1.8,70.31,5,
3,1,1,2,E,1.63,44.45,5,
3,1,1,2,E,1.85,77.11,5,
4,2,2,2,E,1.83,95.26,5,
5,1,3,2,E,,,5,
3,2,1,2,E,1.75,55.34,5,
5,2,3,2,E,1.7,86.18,5,
4,1,2,2,E,1.68,59.88,5,
5,1,3,2,E,1.68,56.7,5,
3,2,1,2,E,1.75,58.97,4,
6,2,4,2,E,1.9,76.2,4,
4,1,2,1,E,1.73,81.65,5,
7,1,4,2,E,1.7,61.24,5,
6,2,4,2,E,1.93,72.58,5,
5,2,3,2,E,1.83,63.5,1,
3,1,1,2,E,,,5,
5,2,3,2,E,1.78,81.65,1,
7,2,4,2,E,1.8,79.38,5,
6,2,4,2,E,1.8,63.5,4,
3,2,1,2,E,1.63,45.36,4,
3,1,1,2,E,1.68,47.63,5,
6,2,4,2,E,1.88,92.99,5,
7,2,4,2,E,1.88,73.03,5,
3,2,1,2,E,1.78,58.97,5,
5,2,3,2,E,1.7,65.77,5,
5,1,3,2,E,1.6,57.61,5,
3,2,1,2,E,1.75,57.61,5,
6,2,4,1,E,1.85,79.38,5,
3,2,1,2,E,1.65,52.16,5,
5,2,2,2,E,1.8,70.76,5,
3,1,1,2,E,1.6,44,5,
4,2,2,2,E,,,5,
4,1,1,2,E,1.57,54.43,4,
3,2,1,2,E,,,5,
3,1,1,2,E,1.57,49.9,5,
4,1,1,2,E,1.55,56.25,5,
4,2,2,2,E,1.75,63.5,2,
4,2,1,2,E,1.7,52.16,5,
5,2,3,2,E,1.8,54.43,5,
6,1,4,2,E,1.75,58.97,5,
3,1,1,2,E,1.6,50.8,5,
5,2,3,2,E,1.7,62.6,2,
4,2,2,2,E,1.7,58.97,5,
4,2,2,2,E,1.75,64.41,2,
6,1,4,2,E,1.52,52.16,5,
3,2,1,2,E,1.7,54.43,5,
3,2,1,2,E,1.68,72.58,5,
4,1,2,2,C E,1.78,68.04,5,
5,2,3,2,E,1.7,60.33,5,
7,2,4,2,E,1.85,68.04,3,
4,2,2,2,E,1.83,70.76,5,
6,2,4,2,B  E,1.75,70.31,5,
6,2,4,1,E,,,5,
5,2,2,2,E,1.88,68.04,5,
3,1,1,2,E,1.55,61.24,4,
7,1,4,2,B,1.6,58.97,5,
5,2,2,2,E,1.78,93.9,5,
3,1,1,2,E,1.6,45.81,5,
6,1,3,2,E,1.75,58.97,5,
4,1,2,1,E,1.75,72.58,5,
7,2,4,2,E,1.9,77.11,4,
4,1,2,2,B,1.52,53.52,4,
3,2,1,2,E,1.83,87.09,5,
3,1,1,1,E,1.57,53.52,4,
5,1,3,2,E,1.63,58.97,5,
5,1,3,2,E,1.7,54.43,5,
4,1,1,1,E,1.63,58.06,4,
6,1,4,2,E,1.73,61.24,5,
7,2,4,2,E,1.78,65.77,5,
4,2,1,2,E,1.68,101.61,5,
7,,4,2,E,,,5,
5,2,2,2,E,1.8,63.5,5,
3,1,1,2,E,1.57,52.16,5,
3,2,1,2,E,1.65,60.33,5,
3,1,1,2,E,1.68,65.77,5,
3,1,1,2,E,1.63,54.43,5,
6,1,4,2,E,1.68,54.43,4,
4,1,2,1,,1.55,68.04,4,
5,2,3,2,E,1.68,50.8,5,
3,2,1,2,E,1.75,74.84,4,
5,1,3,1,C,1.6,55.79,5,
3,1,1,1,,1.65,54.43,5,
5,2,2,2,E,1.8,77.11,4,
5,2,3,2,E,1.93,77.11,5,
7,2,4,2,E,1.65,56.7,5,
4,1,2,2,E,,,5,
6,1,4,2,E,1.68,56.7,5,
3,2,1,2,E,1.85,85.28,5,
4,2,1,2,E,1.78,74.84,4,
6,2,4,2,E,1.88,73.94,5,
6,1,4,2,E,1.65,61.24,5,
3,2,1,2,E,1.68,54.43,5,
3,2,1,2,A   E,1.68,63.5,4,
6,2,4,2,E,1.8,99.79,5,
5,2,2,2,E,1.78,63.5,5,
3,2,1,1,E,1.65,58.97,5,
6,1,4,2,D,1.57,57.61,2,
6,1,4,2,E,1.6,62.14,5,
3,1,1,1,A   E,1.75,70.31,5,
3,2,1,2,A,1.68,72.58,4,
3,2,1,2,E,1.65,58.97,5,
5,2,2,2,E,,,4,
5,2,3,2,E,1.8,72.58,5,
3,1,1,2,E,1.55,48.54,5,
6,2,4,2,E,1.85,97.52,5,
6,2,3,2,E,1.68,69.85,4,
6,2,4,2,E,1.8,70.76,5,
3,2,1,2,A   E,1.7,49.9,5,
6,2,4,2,E,1.7,74.84,5,
5,1,3,2,,1.57,45.36,5,
6,1,4,2,E,1.68,97.52,5,
3,2,1,1,E,1.52,40.37,5,
6,2,3,2,E,1.75,65.77,4,
6,2,3,1,B  E,,,1,
5,1,3,2,E,1.83,74.84,5,
3,2,1,2,C E,1.65,54.43,2,
4,1,2,1,,1.6,63.5,4,
6,2,3,2,E,1.78,70.31,5,
4,2,1,2,E,1.83,63.5,2,
6,2,4,2,E,1.83,72.58,5,
5,1,2,2,E,1.65,53.07,5,
4,1,2,2,E,1.52,56.7,3,
6,1,3,2,E,1.75,52.16,5,
4,2,2,2,E,,,5,
5,1,3,2,B  E,1.55,49.9,5,
4,1,2,2,E,1.57,47.63,3,
6,1,4,2,E,1.73,63.5,5,
5,2,2,2,C E,1.78,72.58,5,
7,1,4,2,E,1.63,65.77,4,
6,1,4,1,A,1.63,61.24,4,
3,2,1,2,E,1.9,76.2,5,
5,2,3,2,E,1.6,77.11,5,
5,1,3,1,,1.68,53.98,2,
5,1,3,2,E,,,5,
5,2,3,2,E,1.96,72.58,5,
5,2,3,1,E,1.85,58.97,5,
6,1,4,2,DE,,,5,
5,1,3,2,E,,,5,
6,2,4,2,B  E,1.83,65.77,5,
4,1,1,2,E,1.63,61.24,5,
5,2,3,2,E,1.75,61.24,4,
6,1,3,2,E,1.73,58.97,5,
5,2,2,2,E,1.73,60.33,4,
6,1,4,2,E,1.75,68.04,5,
4,2,2,2,E,1.78,61.24,5,
4,1,2,2,E,1.73,65.77,5,
4,1,1,2,E,1.6,50.35,5,
3,2,1,2,E,1.85,74.84,5,
5,2,3,2,A   E,1.7,63.5,5,
3,2,1,2,E,1.75,58.97,5,
4,2,2,2,E,1.68,81.65,5,
6,2,4,2,E,1.8,77.11,5,
3,2,1,1,,,,5,
5,1,3,2,E,1.63,54.43,5,
5,1,3,1,E,1.52,43.09,4,
3,2,1,2,E,1.83,45.36,4,
6,2,4,2,E,1.8,83.92,5,
2,2,1,2,E,1.57,45.36,5,
3,2,1,2,E,1.75,80.74,5,
5,2,3,2,E,1.73,99.79,5,
5,2,3,2,E,1.83,58.97,4,
5,2,2,2,E,1.75,63.96,5,
3,2,1,2,E,,,5,
4,1,1,2,E,1.63,54.43,5,
2,2,1,2,E,1.8,83.92,5,
5,2,3,2,,,,4,
6,2,4,2,E,1.7,63.5,5,
4,1,1,2,E,1.6,61.24,3,
3,1,1,2,E,1.55,47.63,5,
5,2,3,2,E,1.8,58.97,5,
3,2,1,2,E,1.68,56.7,4,
4,2,2,2,E,1.83,83.01,5,
5,,3,2,E,,,5,
3,1,1,2,E,1.68,52.16,5,
4,2,2,2,E,1.68,54.43,5,
3,1,1,2,E,,,5,
3,2,1,2,E,1.68,51.26,5,
4,2,1,1,,1.65,49.9,4,
4,1,2,2,E,1.55,58.97,5,
5,1,3,2,E,1.55,54.43,5,
5,2,3,2,E,1.85,77.57,5,
5,2,3,1,,1.68,113.4,3,
5,1,3,2,E,1.7,49.9,5,
5,2,3,2,E,1.65,58.97,4,
3,2,1,2,E,1.78,108.86,3,
6,1,4,2,E,1.83,58.97,5,
6,2,4,2,E,1.88,77.11,5,
4,2,2,2,E,1.8,78.47,5,
3,2,1,2,E,,,5,
3,2,1,2,E,1.78,79.38,5,
6,1,4,2,E,1.73,56.7,5,
5,2,3,2,E,1.65,47.63,5,
5,2,3,1,E,1.75,61.24,5,
5,1,3,2,E,1.68,49.9,5,
6,1,4,2,E,1.55,39.46,5,
4,2,1,2,E,1.73,61.24,4,
5,2,2,2,E,,,5,
6,1,3,2,E,1.63,56.7,5,
4,2,2,2,E,1.75,70.31,5,
6,2,4,2,E,1.63,68.04,5,
6,2,4,2,E,1.8,102.06,5,
4,2,2,2,E,1.83,90.72,3,
4,2,1,2,E,1.75,63.5,4,
5,,3,2,,,,5,
6,2,3,2,E,1.8,65.77,5,
5,1,3,2,E,1.7,63.5,4,
3,2,1,2,E,1.78,52.16,4,
3,2,1,2,E,1.73,81.19,5,
6,2,3,2,E,1.85,78.02,4,
4,1,2,2,E,1.68,57.61,3,
3,1,1,2,E,1.68,58.97,4,
5,1,3,2,E,1.63,51.71,5,
3,2,1,2,E,1.83,87.09,5,
6,1,4,2,E,1.73,61.24,4,
5,2,3,2,E,1.85,90.72,5,
3,2,1,2,E,1.75,57.61,5,
5,2,3,2,E,1.85,68.04,4,
4,2,2,2,E,1.85,68.04,5,
3,1,1,2,A   E,1.55,52.62,5,
4,1,2,2,E,1.68,49.9,5,
5,2,2,2,E,1.85,72.58,5,
3,2,1,2,E,1.75,83.92,3,
3,2,1,2,E,1.93,72.58,4,
3,2,1,2,E,1.7,53.07,5,
5,2,2,2,E,1.78,113.4,4,
5,1,3,2,E,1.68,67.13,2,
5,2,3,2,E,1.88,104.33,5,
5,2,3,1,,1.73,61.24,5,
6,1,3,2,E,1.7,61.24,5,
5,1,3,2,C E,1.7,54.43,5,
3,2,1,2,E,1.73,64.41,4,
6,2,3,2,E,1.93,105.69,4,
5,2,3,1,,1.65,60.78,4,
5,2,3,1,E,1.7,65.77,5,
6,2,3,2,B  E,1.8,74.84,5,
7,2,4,2,E,1.75,72.58,5,
4,1,2,2,E,1.7,66.68,5,
3,2,1,2,E,1.73,64.41,4,
3,2,1,2,A   E,1.73,58.97,5,
3,2,1,2,E,,,5,
5,2,3,1,A,1.8,63.5,1,
5,1,3,2,E,1.7,54.43,5,
3,1,1,1,E,1.7,64.86,4,
6,1,4,2,E,1.65,65.77,4,
5,2,3,2,E,1.83,88.45,5,
6,2,4,2,E,1.78,72.58,5,
4,2,2,2,C E,1.8,79.83,4,
4,2,2,2,E,1.8,70.31,5,
5,2,3,2,E,1.78,61.24,5,
6,2,4,2,E,1.83,63.5,5,
4,2,2,2,E,1.78,74.84,5,
7,1,4,2,E,1.6,52.16,5,
6,1,3,2,E,1.68,72.58,5,
